source name	characteristics[organism]	characteristics[organism part]	characteristics[cell type]	characteristics[developmental stage]	characteristics[strain or breed]	characteristics[sex]	characteristics[disease]	characteristics[material type]	characteristics[sample type]	characteristics[pooled sample]	characteristics[cells per well]	characteristics[cell identifier]	characteristics[single cell isolation protocol]	characteristics[enrichment marker]	characteristics[cell viability]	characteristics[biological replicate]	assay name	technology type	comment[instrument]	comment[label]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[cleavage agent details]	comment[proteomics data acquisition method]	comment[dissociation method]	comment[collision energy]	comment[ms2 mass analyzer]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	comment[reduction reagent]	comment[alkylation reagent]	comment[facs sorting mode]	comment[facs nozzle size]	comment[nanopots chip version]	comment[sample preparation batch]	comment[fraction identifier]	comment[technical replicate]	comment[data file]	comment[sdrf version]	comment[sdrf template]	comment[sdrf template]	comment[sdrf template]	comment[sdrf annotation tool]	factor value[cell type]
Exp2_FMlow_1cell_R4	NT=Gallus gallus;AC=NCBITaxon:9031	NT=macula of utricle of membranous labyrinth;AC=UBERON:0002214	NT=supporting cell;AC=CL:0000630	NT=embryo stage;AC=EFO:0007725	not available	not available	NT=normal;AC=PATO:0000461	cell	NT=single cell;AC=PRIDE:0000897	not pooled	1	Exp2_FMlow_1cell_R4	FACS	FM1-43-low	live	8	run 49	proteomic profiling by mass spectrometry	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=label free sample;AC=MS:1002038	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin/P;AC=MS:1001313	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=beam-type collision-induced dissociation;AC=MS:1000422	30% NCE	NT=orbitrap;AC=MS:1000484	not available	20 ppm	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	single cell	85 um	5x13 nanowell chip	Experiment 2	1	1	Single_Hair_Cell_OHSU_1cell_Low_030819_R4_YF30um_350bar.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=single-cell;VV=v1.0.0	manual curation	NT=supporting cell;AC=CL:0000630
Exp2_FMlow_1cell_R5	NT=Gallus gallus;AC=NCBITaxon:9031	NT=macula of utricle of membranous labyrinth;AC=UBERON:0002214	NT=supporting cell;AC=CL:0000630	NT=embryo stage;AC=EFO:0007725	not available	not available	NT=normal;AC=PATO:0000461	cell	NT=single cell;AC=PRIDE:0000897	not pooled	1	Exp2_FMlow_1cell_R5	FACS	FM1-43-low	live	9	run 50	proteomic profiling by mass spectrometry	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=label free sample;AC=MS:1002038	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin/P;AC=MS:1001313	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=beam-type collision-induced dissociation;AC=MS:1000422	30% NCE	NT=orbitrap;AC=MS:1000484	not available	20 ppm	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	single cell	85 um	5x13 nanowell chip	Experiment 2	1	1	Single_Hair_Cell_OHSU_1cell_Low_030819_R5_YF30um_350bar.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=single-cell;VV=v1.0.0	manual curation	NT=supporting cell;AC=CL:0000630
Exp2_FMlow_1cell_R6	NT=Gallus gallus;AC=NCBITaxon:9031	NT=macula of utricle of membranous labyrinth;AC=UBERON:0002214	NT=supporting cell;AC=CL:0000630	NT=embryo stage;AC=EFO:0007725	not available	not available	NT=normal;AC=PATO:0000461	cell	NT=single cell;AC=PRIDE:0000897	not pooled	1	Exp2_FMlow_1cell_R6	FACS	FM1-43-low	live	10	run 51	proteomic profiling by mass spectrometry	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=label free sample;AC=MS:1002038	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin/P;AC=MS:1001313	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=beam-type collision-induced dissociation;AC=MS:1000422	30% NCE	NT=orbitrap;AC=MS:1000484	not available	20 ppm	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	single cell	85 um	5x13 nanowell chip	Experiment 2	1	1	Single_Hair_Cell_OHSU_1cell_Low_030819_R6_YF30um_350bar.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=single-cell;VV=v1.0.0	manual curation	NT=supporting cell;AC=CL:0000630
Exp2_FMlow_1cell_R7	NT=Gallus gallus;AC=NCBITaxon:9031	NT=macula of utricle of membranous labyrinth;AC=UBERON:0002214	NT=supporting cell;AC=CL:0000630	NT=embryo stage;AC=EFO:0007725	not available	not available	NT=normal;AC=PATO:0000461	cell	NT=single cell;AC=PRIDE:0000897	not pooled	1	Exp2_FMlow_1cell_R7	FACS	FM1-43-low	live	11	run 52	proteomic profiling by mass spectrometry	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=label free sample;AC=MS:1002038	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin/P;AC=MS:1001313	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=beam-type collision-induced dissociation;AC=MS:1000422	30% NCE	NT=orbitrap;AC=MS:1000484	not available	20 ppm	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	single cell	85 um	5x13 nanowell chip	Experiment 2	1	1	Single_Hair_Cell_OHSU_1cell_Low_030819_R7_YF30um_350bar.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=single-cell;VV=v1.0.0	manual curation	NT=supporting cell;AC=CL:0000630
Exp2_FMlow_1cell_R8	NT=Gallus gallus;AC=NCBITaxon:9031	NT=macula of utricle of membranous labyrinth;AC=UBERON:0002214	NT=supporting cell;AC=CL:0000630	NT=embryo stage;AC=EFO:0007725	not available	not available	NT=normal;AC=PATO:0000461	cell	NT=single cell;AC=PRIDE:0000897	not pooled	1	Exp2_FMlow_1cell_R8	FACS	FM1-43-low	live	12	run 53	proteomic profiling by mass spectrometry	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=label free sample;AC=MS:1002038	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin/P;AC=MS:1001313	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=beam-type collision-induced dissociation;AC=MS:1000422	30% NCE	NT=orbitrap;AC=MS:1000484	not available	20 ppm	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	single cell	85 um	5x13 nanowell chip	Experiment 2	1	1	Single_Hair_Cell_OHSU_1cell_Low_030819_R8_YF30um_350bar.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=single-cell;VV=v1.0.0	manual curation	NT=supporting cell;AC=CL:0000630
Exp2_FMlow_1cell_R9	NT=Gallus gallus;AC=NCBITaxon:9031	NT=macula of utricle of membranous labyrinth;AC=UBERON:0002214	NT=supporting cell;AC=CL:0000630	NT=embryo stage;AC=EFO:0007725	not available	not available	NT=normal;AC=PATO:0000461	cell	NT=single cell;AC=PRIDE:0000897	not pooled	1	Exp2_FMlow_1cell_R9	FACS	FM1-43-low	live	13	run 54	proteomic profiling by mass spectrometry	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=label free sample;AC=MS:1002038	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin/P;AC=MS:1001313	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=beam-type collision-induced dissociation;AC=MS:1000422	30% NCE	NT=orbitrap;AC=MS:1000484	not available	20 ppm	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	single cell	85 um	5x13 nanowell chip	Experiment 2	1	1	Single_Hair_Cell_OHSU_1cell_Low_030819_R9_YF30um_350bar.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=single-cell;VV=v1.0.0	manual curation	NT=supporting cell;AC=CL:0000630
Exp2_FMlow_1cell_R10	NT=Gallus gallus;AC=NCBITaxon:9031	NT=macula of utricle of membranous labyrinth;AC=UBERON:0002214	NT=supporting cell;AC=CL:0000630	NT=embryo stage;AC=EFO:0007725	not available	not available	NT=normal;AC=PATO:0000461	cell	NT=single cell;AC=PRIDE:0000897	not pooled	1	Exp2_FMlow_1cell_R10	FACS	FM1-43-low	live	14	run 55	proteomic profiling by mass spectrometry	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=label free sample;AC=MS:1002038	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin/P;AC=MS:1001313	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=beam-type collision-induced dissociation;AC=MS:1000422	30% NCE	NT=orbitrap;AC=MS:1000484	not available	20 ppm	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	single cell	85 um	5x13 nanowell chip	Experiment 2	1	1	Single_Hair_Cell_OHSU_1cell_Low_030819_R10_YF30um_350bar.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=single-cell;VV=v1.0.0	manual curation	NT=supporting cell;AC=CL:0000630
Exp2_FMlow_20cell_R1	NT=Gallus gallus;AC=NCBITaxon:9031	NT=macula of utricle of membranous labyrinth;AC=UBERON:0002214	NT=supporting cell;AC=CL:0000630	NT=embryo stage;AC=EFO:0007725	not available	not available	NT=normal;AC=PATO:0000461	cell	NT=pooled;AC=PRIDE:0000902	pooled	20	not applicable	FACS	FM1-43-low	live	5	run 56	proteomic profiling by mass spectrometry	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=label free sample;AC=MS:1002038	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin/P;AC=MS:1001313	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=beam-type collision-induced dissociation;AC=MS:1000422	30% NCE	NT=orbitrap;AC=MS:1000484	not available	20 ppm	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	single cell	85 um	5x13 nanowell chip	Experiment 2	1	1	Single_Hair_Cell_OHSU_20cell_Low_030819_R1_YF30um_350bar.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=single-cell;VV=v1.0.0	manual curation	NT=supporting cell;AC=CL:0000630
Exp2_FMlow_20cell_R2	NT=Gallus gallus;AC=NCBITaxon:9031	NT=macula of utricle of membranous labyrinth;AC=UBERON:0002214	NT=supporting cell;AC=CL:0000630	NT=embryo stage;AC=EFO:0007725	not available	not available	NT=normal;AC=PATO:0000461	cell	NT=pooled;AC=PRIDE:0000902	pooled	20	not applicable	FACS	FM1-43-low	live	6	run 57	proteomic profiling by mass spectrometry	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=label free sample;AC=MS:1002038	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin/P;AC=MS:1001313	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=beam-type collision-induced dissociation;AC=MS:1000422	30% NCE	NT=orbitrap;AC=MS:1000484	not available	20 ppm	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	single cell	85 um	5x13 nanowell chip	Experiment 2	1	1	Single_Hair_Cell_OHSU_20cell_Low_030819_R2_YF30um_350bar.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=single-cell;VV=v1.0.0	manual curation	NT=supporting cell;AC=CL:0000630
Exp2_FMlow_20cell_R3	NT=Gallus gallus;AC=NCBITaxon:9031	NT=macula of utricle of membranous labyrinth;AC=UBERON:0002214	NT=supporting cell;AC=CL:0000630	NT=embryo stage;AC=EFO:0007725	not available	not available	NT=normal;AC=PATO:0000461	cell	NT=pooled;AC=PRIDE:0000902	pooled	20	not applicable	FACS	FM1-43-low	live	7	run 58	proteomic profiling by mass spectrometry	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=label free sample;AC=MS:1002038	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin/P;AC=MS:1001313	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=beam-type collision-induced dissociation;AC=MS:1000422	30% NCE	NT=orbitrap;AC=MS:1000484	not available	20 ppm	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	single cell	85 um	5x13 nanowell chip	Experiment 2	1	1	Single_Hair_Cell_OHSU_20cell_Low_030819_R3_YF30um_350bar.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=single-cell;VV=v1.0.0	manual curation	NT=supporting cell;AC=CL:0000630
Exp2_noise_R1	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	NT=empty;AC=PRIDE:0000903	not applicable	0	empty	not applicable	not applicable	not applicable	1	run 59	proteomic profiling by mass spectrometry	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=label free sample;AC=MS:1002038	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin/P;AC=MS:1001313	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=beam-type collision-induced dissociation;AC=MS:1000422	30% NCE	NT=orbitrap;AC=MS:1000484	not available	20 ppm	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	not applicable	not applicable	5x13 nanowell chip	Experiment 2	1	1	Single_Hair_Cell_OHSU_NoiseControl_030819_R1_YF30um_350bar.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=single-cell;VV=v1.0.0	manual curation	not applicable
Exp2_noise_R2	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	NT=empty;AC=PRIDE:0000903	not applicable	0	empty	not applicable	not applicable	not applicable	2	run 60	proteomic profiling by mass spectrometry	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=label free sample;AC=MS:1002038	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin/P;AC=MS:1001313	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=beam-type collision-induced dissociation;AC=MS:1000422	30% NCE	NT=orbitrap;AC=MS:1000484	not available	20 ppm	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	not applicable	not applicable	5x13 nanowell chip	Experiment 2	1	1	Single_Hair_Cell_OHSU_NoiseControl_030819_R2_YF30um_350bar.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=single-cell;VV=v1.0.0	manual curation	not applicable
Exp2_noise_R3	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	NT=empty;AC=PRIDE:0000903	not applicable	0	empty	not applicable	not applicable	not applicable	3	run 61	proteomic profiling by mass spectrometry	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=label free sample;AC=MS:1002038	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin/P;AC=MS:1001313	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=beam-type collision-induced dissociation;AC=MS:1000422	30% NCE	NT=orbitrap;AC=MS:1000484	not available	20 ppm	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	not applicable	not applicable	5x13 nanowell chip	Experiment 2	1	1	Single_Hair_Cell_OHSU_NoiseControl_030819_R3_YF30um_350bar.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=single-cell;VV=v1.0.0	manual curation	not applicable
